id,name,exec_timing_type,efficacy_type,target_type,sub_target_type_set_id,passive_skill_effect_id,calc_option,turn,is_once,probability,causality_conditions,eff_value1,eff_value2,eff_value3,efficacy_values
345,Pinnacle of Anger,1,1,1,0,,2,1,0,7,,150,0,0,{}
346,Rushing Rage,3,3,1,0,,0,1,0,100,,7000,-100000,0,{}
347,Surging Fear,3,3,1,0,,0,1,0,100,,5000,-100000,0,{}
348,Miraculous Strike,1,5,1,0,,0,1,0,100,"{""source"": ""50"", ""compiled"": 50}",2,0,0,{}
349,Resolute Strike,4,1,1,0,,2,1,0,100,"{""source"": ""47"", ""compiled"": 47}",70,0,0,{}
350,Support Strike,1,51,1,0,,0,1,0,100,"{""source"": ""53"", ""compiled"": 53}",4,5,0,{}
351,Stubborn Strike,1,51,1,0,,0,1,0,100,"{""source"": ""54"", ""compiled"": 54}",5,0,0,{}
352,Hidden Vengeance,1,9,4,0,,0,1,0,7,,0,0,0,{}
353,Awakening Spirit,1,5,1,0,,0,1,0,100,"{""source"": ""18"", ""compiled"": 18}",3,0,0,{}
354,Deep Knowledge,1,20,2,0,,0,1,0,100,,2,2,0,{}
355,Recurring Memory,1,1,1,0,,2,1,0,100,,20,0,0,{}
356,Power of Hatred,1,1,1,0,,2,1,0,100,,30,0,0,{}
357,Full of Hope,1,3,2,0,,2,1,0,100,,10,10,0,{}
358,Immortal Body,1,3,2,0,,2,1,0,100,,10,10,0,{}
359,Auto Regeneration,1,4,1,0,,2,1,0,100,,5,0,0,{}
360,Teleport,1,5,2,0,,0,1,0,100,"{""source"": ""21"", ""compiled"": 21}",1,0,0,{}
361,Lock-On,5,1,3,0,,3,1,0,100,,20,0,0,{}
362,Scientific Fusion,5,28,1,0,,2,1,0,100,,15,0,0,{}
363,Revenge Attack,1,1,2,0,,2,1,0,100,,25,0,0,{}
364,Limit-Pushing Power,1,3,1,0,,0,1,0,100,"{""source"": ""50"", ""compiled"": 50}",3000,3000,0,{}
365,Real Possibility,1,5,1,0,,0,1,0,100,"{""source"": ""50"", ""compiled"": 50}",2,0,0,{}
366,Mysterious Weapon,6,13,1,0,,3,1,0,100,"{""source"": ""29"", ""compiled"": 29}",50,0,0,{}
367,Backup,1,2,2,0,,0,1,0,100,,1000,0,0,{}
368,Despair's Grin,1,51,1,0,,0,1,0,100,"{""source"": ""54"", ""compiled"": 54}",5,2,0,{}
369,Whispered Madness,1,51,1,0,,0,1,0,100,,0,5,0,{}
370,Awakened Purpose,1,1,1,0,,2,1,0,100,,40,0,0,{}
371,Promise of Power,1,20,2,0,,0,1,0,100,,0,2,0,{}
372,The World's Hope,1,5,1,0,,0,1,0,7,,5,0,0,{}
373,Inciting Terror,1,1,4,0,,3,1,0,100,,8,0,0,{}
374,Menacing Despair,1,1,4,0,,3,1,0,100,,12,0,0,{}
375,Ultimate Battle Form,1,3,1,0,,2,1,0,100,,40,40,0,{}
376,Pitch into Darkness,1,61,1,0,,2,1,0,100,,7,7,0,{}
377,Avatar of Contempt,1,61,1,0,,2,1,0,100,,12,12,0,{}
386,What Used to be Kami,1,3,2,0,,2,1,0,100,,10,10,0,{}
387,Mettle,1,9,4,0,,0,1,0,7,,0,0,0,{}
388,Full of Confidence,1,59,1,0,,2,1,0,100,,10,0,0,{}
389,Oolong's Approval,1,1,2,0,,0,1,0,100,,2000,0,0,{}
390,Billowing Smoke,1,5,2,0,,0,1,0,100,"{""source"": ""21"", ""compiled"": 21}",2,0,0,{}
391,Obsessed with Power,1,2,1,0,,2,1,0,7,,100,0,0,{}
392,Running Rampant,1,1,2,0,,0,1,0,100,,500,0,0,{}
393,Full-On Strike,1,51,1,0,,0,1,0,100,"{""source"": ""55"", ""compiled"": 55}",3,5,0,{}
394,Burning Battle Cry,1,51,1,0,,0,1,0,100,"{""source"": ""54"", ""compiled"": 54}",5,1,0,{}
395,Overwhelming Barrage,1,51,1,0,,0,1,0,100,"{""source"": ""54"", ""compiled"": 54}",5,4,0,{}
396,Bubbling Malice,1,13,1,0,,0,1,0,100,"{""source"": ""21"", ""compiled"": 21}",20,0,0,{}
400,Embodiment of Hate,9,4,1,0,,2,1,0,100,"{""source"": ""13"", ""compiled"": 13}",40,0,0,{}
401,Justice Awakens,1,1,1,0,,2,1,0,100,,25,0,0,{}
402,Galaxy Elite,1,9,4,0,,0,1,1,100,,0,0,0,{}
403,Real Martial Skill,4,1,1,0,,2,1,0,100,"{""source"": ""48"", ""compiled"": 48}",50,0,0,{}
404,First Failure,1,64,1,0,,2,1,0,100,,4,10,4,{}
405,Another Failure,1,61,1,0,,2,1,0,100,,3,3,0,{}
406,Skill Copy,1,4,1,0,,2,1,0,100,,12,0,0,{}
407,Fiendish Heart,1,5,1,0,,0,1,0,100,"{""source"": ""21"", ""compiled"": 21}",2,0,0,{}
408,Fast and Thick Assault,1,3,2,0,,2,1,0,100,"{""source"": ""50"", ""compiled"": 50}",30,30,0,{}
409,Planetary Destruction,1,3,2,0,,2,1,0,100,"{""source"": ""50"", ""compiled"": 50}",50,50,0,{}
410,Give Me Your Energy!,1,64,1,0,,2,1,0,100,,3,15,3,{}
411,Message to Earth,1,64,1,0,,2,1,0,100,,2,15,2,{}
412,Proof of Growth,1,68,1,0,,0,1,0,100,,450,2,1500,{}
413,For Family,1,59,1,0,,2,1,0,100,,5,0,0,{}
414,Honest Desire,1,5,1,0,,0,1,0,100,"{""source"": ""21"", ""compiled"": 21}",1,0,0,{}
417,Unrepentant Battle,1,5,2,0,,0,1,0,100,"{""source"": ""21"", ""compiled"": 21}",2,0,0,{}
418,Blossoming Power,4,1,1,0,,2,1,0,100,"{""source"": ""20"", ""compiled"": 20}",50,0,0,{}
419,Training Vindicated,6,13,1,0,,3,1,0,100,"{""source"": ""29"", ""compiled"": 29}",50,0,0,{}
422,Supreme Kai's Attendant,1,4,1,0,,2,1,0,100,,5,0,0,{}
423,Resolute Strike,4,1,1,0,,2,1,0,100,"{""source"": ""47"", ""compiled"": 47}",70,0,0,{}
424,Support Strike,1,51,1,0,,0,1,0,100,"{""source"": ""54"", ""compiled"": 54}",5,3,0,{}
425,Furious Strike,11,1,2,0,,0,1,0,100,"{""source"": ""19"", ""compiled"": 19}",2000,0,0,{}
426,Superpowers in Balance,1,20,2,0,,0,1,0,100,,1,2,0,{}
427,Strength of Six Saiyans,4,1,1,0,,2,1,0,100,"{""source"": ""48"", ""compiled"": 48}",75,0,0,{}
428,Hatred of Helplessness,1,5,2,0,,0,1,0,100,"{""source"": ""21"", ""compiled"": 21}",2,0,0,{}
429,Incomparable Power,1,1,1,0,,2,1,0,100,,40,0,0,{}
430,Eminent Perfection,1,51,1,0,,0,1,0,100,"{""source"": ""56"", ""compiled"": 56}",1,5,0,{}
431,A Righteous Heart,1,1,2,0,,0,1,0,100,,1500,0,0,{}
432,Contempt for All Saiyans,1,1,4,0,,3,1,0,100,,8,0,0,{}
435,Curious Power,1,1,1,0,,2,5,1,100,,80,0,0,{}
436,A New Awakening,1,1,1,0,,2,1,0,100,"{""source"": ""21"", ""compiled"": 21}",70,0,0,{}
437,Full-Power Battle,1,1,1,0,,2,1,0,100,"{""source"": ""57"", ""compiled"": 57}",80,0,0,{}
438,Battle to the End,1,1,1,0,,2,7,1,100,,100,0,0,{}
439,Infinite Possibility,1,51,1,0,,0,1,0,100,,0,5,0,{}
440,Limitless Future,1,20,2,0,,0,1,0,100,,1,2,0,{}
441,Space Pirate's Pride,1,64,1,0,,2,1,0,100,,2,10,2,{}
442,Netherworld Training,1,1,1,0,,2,1,0,7,,180,0,0,{}
443,Proven to Be a Genius,4,1,1,0,,2,1,0,100,"{""source"": ""47"", ""compiled"": 47}",40,0,0,{}
444,Potara's Performance,1,5,2,0,,0,1,0,100,"{""source"": ""21"", ""compiled"": 21}",2,0,0,{}
445,An Intriguing Dessert,4,1,1,0,,2,1,0,100,"{""source"": ""47"", ""compiled"": 47}",70,0,0,{}
446,Fusion Father,1,59,1,0,,2,1,0,100,,10,0,0,{}
447,Deadly Pride,4,1,1,0,,2,1,0,100,"{""source"": ""19"", ""compiled"": 19}",25,0,0,{}
448,Anger Management,1,5,1,0,,0,1,0,100,"{""source"": ""27"", ""compiled"": 27}",7,0,0,{}
449,Conflicted Heart,1,5,1,0,,0,1,0,100,"{""source"": ""42"", ""compiled"": 42}",3,0,0,{}
450,Namekian Pride,1,2,2,0,,2,1,0,100,,70,0,0,{}
451,Time Rewind,1,4,1,0,,2,1,1,100,"{""source"": ""15"", ""compiled"": 15}",100,0,0,{}
452,Prayers of the World,1,59,1,0,,2,1,0,100,,7,0,0,{}
453,Everyone Has Hopes,1,5,1,0,,0,1,0,100,"{""source"": ""21"", ""compiled"": 21}",2,0,0,{}
454,Grand Adventure,4,1,1,0,,2,1,0,100,"{""source"": ""31"", ""compiled"": 31}",40,0,0,{}
455,Unforeseen Movement,6,13,1,0,,2,1,0,50,,50,0,0,{}
456,Strength Without Limit,4,1,1,0,,2,1,0,100,"{""source"": ""52"", ""compiled"": 52}",70,0,0,{}
457,Miraculous Power,1,76,1,0,,0,1,0,100,,0,0,0,{}
458,Overwhelming Strike,1,76,1,0,,0,1,0,100,,0,0,0,{}
459,Instant Teleportation,1,78,1,0,,0,1,0,100,,0,0,0,{}
460,Space Domination,1,78,1,0,,0,1,0,100,,0,0,0,{}
461,Perfect Condition,4,1,1,0,,2,1,0,100,"{""source"": ""47"", ""compiled"": 47}",77,0,0,{}
462,Declaration of Victory,1,5,1,0,,0,1,0,100,"{""source"": ""9"", ""compiled"": 9}",3,0,0,{}
463,Knowledge of Firearms,1,20,2,0,,0,1,0,100,,3,3,0,{}
464,Martial Assistance,1,3,2,0,,2,1,0,100,,15,15,0,{}
465,Strength to Oppose Evil,1,1,1,0,,2,1,0,100,"{""source"": ""27"", ""compiled"": 27}",50,0,0,{}
466,Memory of the Villagers,1,5,1,0,,0,1,0,100,"{""source"": ""9"", ""compiled"": 9}",2,0,0,{}
467,Revolting Body,5,9,3,0,,0,1,0,30,,0,0,0,{}
468,Analysis of Strength,1,1,1,0,,2,1,0,100,"{""source"": ""43"", ""compiled"": 43}",40,0,0,{}
469,Frenetic Pursuit,4,1,1,0,,0,1,0,100,"{""source"": ""45"", ""compiled"": 45}",4000,0,0,{}
470,Amassing More Kiri,1,5,2,0,,0,1,0,100,,2,0,0,{}
471,Unyielding Stubbornness,4,1,1,0,,2,1,0,100,"{""source"": ""47"", ""compiled"": 47}",70,0,0,{}
472,Altering History,5,9,3,0,,0,1,0,50,,0,0,0,{}
473,Sense of Responsibility,1,1,1,0,,2,1,0,100,,40,0,0,{}
474,Fiendishly Flavored Food,1,9,4,0,,0,2,0,7,,0,0,0,{}
475,Historical Wisdom,1,5,1,0,,0,1,0,100,"{""source"": ""9"", ""compiled"": 9}",2,0,0,{}
476,Fight Against Despair,1,1,1,0,,2,1,0,100,"{""source"": ""22"", ""compiled"": 22}",30,0,0,{}
477,Power from the Past,1,1,1,0,,2,1,0,100,"{""source"": ""22"", ""compiled"": 22}",50,0,0,{}
478,Crucial Fate,1,1,1,0,,2,1,0,100,"{""source"": ""42"", ""compiled"": 42}",60,0,0,{}
479,Inherited Power,1,3,1,0,,2,1,0,100,"{""source"": ""21"", ""compiled"": 21}",20,20,0,{}
480,Grand Offense,1,51,1,0,,2,1,0,100,"{""source"": ""56"", ""compiled"": 56}",1,4,0,{}
481,War Dominance,1,51,1,0,,2,1,0,100,"{""source"": ""53"", ""compiled"": 53}",4,0,0,{}
485,True Power,4,1,1,0,,2,1,0,100,"{""source"": ""58"", ""compiled"": 58}",40,0,0,{}
486,Tyrant,1,1,1,0,,2,1,0,50,,53,0,0,{}
487,Furious Counterblow,1,1,1,0,,2,1,0,50,,70,0,0,{}
488,Maximum Output,4,1,1,0,,2,1,0,100,"{""source"": ""46"", ""compiled"": 46}",100,0,0,{}
489,Totality of Rage,4,1,1,0,,2,1,0,100,"{""source"": ""46"", ""compiled"": 46}",120,0,0,{}
490,Vow to Return,6,52,1,0,,0,1,0,100,"{""source"": ""57"", ""compiled"": 57}",0,0,0,{}
491,Shocking Mutation,4,1,1,0,,2,1,0,100,,30,0,0,{}
492,Final Will to Fight,6,52,1,0,,0,1,0,100,"{""source"": ""50"", ""compiled"": 50}",0,0,0,{}
493,Stockpiled Strength,1,5,1,0,,0,5,1,100,,3,0,0,{}
494,Assured Victory,1,5,1,0,,0,1,0,100,,2,0,0,{}
495,Father's Expectation,1,5,1,0,,0,1,0,100,"{""source"": ""21"", ""compiled"": 21}",4,0,0,{}
496,Unwavering Strike,1,1,1,0,,2,1,0,100,"{""source"": ""42"", ""compiled"": 42}",77,0,0,{}
497,The Just-Right Fight,6,13,1,0,,3,1,0,100,"{""source"": ""29"", ""compiled"": 29}",50,0,0,{}
498,Masterful Tactics,5,9,3,0,,0,1,0,25,,0,0,0,{}
499,Rising Morale,1,5,1,0,,0,1,1,100,"{""source"": ""42"", ""compiled"": 42}",8,0,0,{}
500,Goku's True Power,1,51,1,0,,0,1,0,100,,1,5,0,{}
501,Maxed-Out Power,3,5,1,0,,0,1,0,100,"{""source"": ""47"", ""compiled"": 47}",3,0,0,{}
502,All of the Metal,1,2,1,0,,0,1,0,100,,10000,0,0,{}
503,Battle's Catalyst,1,59,1,0,,2,1,0,100,,10,0,0,{}
504,Standout Dynamism,1,20,2,0,,0,1,0,100,,1,3,0,{}
505,Stubborn Being,5,28,1,0,,2,1,0,100,,25,0,0,{}
506,Mentor's Dignity,1,5,1,0,,0,1,0,100,"{""source"": ""9"", ""compiled"": 9}",2,0,0,{}
507,Broadening Tactics,1,5,1,0,,0,1,0,100,"{""source"": ""9"", ""compiled"": 9}",2,0,0,{}
508,Bounding Heart,1,59,1,0,,2,1,0,100,,5,0,0,{}
509,Heart-Pounding Fight,1,59,1,0,,2,1,0,100,,7,0,0,{}
510,Solid Confidence,1,2,1,0,,0,1,0,100,,2000,0,0,{}
511,Mark of a Man,1,1,1,0,,0,1,0,100,,2000,0,0,{}
512,Dampened Spirits,1,2,1,0,,3,1,0,100,,100,0,0,{}
513,Reckless Results,1,1,1,0,,3,1,0,100,,100,0,0,{}
514,Trust of Allies,3,5,1,0,,0,1,0,100,"{""source"": ""33"", ""compiled"": 33}",4,0,0,{}
515,Exaltation,3,1,1,0,,2,1,0,100,"{""source"": ""25"", ""compiled"": 25}",77,0,0,{}
516,Further Awakening,3,5,1,0,,0,1,0,100,"{""source"": ""59"", ""compiled"": 59}",4,0,0,{}
517,Victor's Fortitude,3,5,1,0,,0,1,0,100,"{""source"": ""60"", ""compiled"": 60}",5,0,0,{}
518,Deep Focus,4,1,1,0,,2,1,0,100,"{""source"": ""58"", ""compiled"": 58}",80,0,0,{}
519,Iron Will,1,1,1,0,,2,1,0,100,"{""source"": ""57"", ""compiled"": 57}",80,0,0,{}
520,Capability Expansion,1,64,1,0,,2,1,0,100,,3,10,3,{}
521,Violent Suppression,1,1,4,0,,3,1,0,100,,10,0,0,{}
522,Martial Spectacle,1,1,1,0,,2,1,0,50,,70,0,0,{}
523,Terrifying Strength,1,1,4,0,,3,1,0,100,,25,0,0,{}
524,Warrior's Resolve,1,1,1,0,,2,1,0,100,,50,0,0,{}
525,Redemption,1,4,1,0,,2,1,0,100,"{""source"": ""61"", ""compiled"": 61}",25,0,0,{}
526,Easing Tensions,1,1,1,0,,2,1,0,100,"{""source"": ""57"", ""compiled"": 57}",70,0,0,{}
527,Rousing Courage,1,18,2,0,,2,1,0,100,,3,25,25,{}
528,Ultimate Determination,1,5,1,0,,0,1,0,100,"{""source"": ""9"", ""compiled"": 9}",3,0,0,{}
529,A Cut Above,1,1,1,0,,2,1,0,30,,100,0,0,{}
530,Assertion of Dominance,1,16,2,0,,2,1,0,100,,2,20,0,{}
531,Cold-Blooded Elite,1,18,2,0,,2,1,0,100,,2,25,25,{}
532,Cold-Blooded Elite,1,18,2,0,,2,1,0,100,,2,25,25,{}
533,Hero's Grit,1,1,1,0,,2,1,0,100,"{""source"": ""22"", ""compiled"": 22}",70,0,0,{}
534,Hero's Grit,1,1,1,0,,2,1,0,100,"{""source"": ""22"", ""compiled"": 22}",70,0,0,{}
535,Serious Super Elite,1,1,1,0,,2,1,0,100,"{""source"": ""42"", ""compiled"": 42}",70,0,0,{}
536,Serious Super Elite,1,1,1,0,,2,1,0,100,"{""source"": ""42"", ""compiled"": 42}",70,0,0,{}
537,Low-Class and Lethal,1,59,1,0,,2,1,0,100,,7,0,0,{}
538,Low-Class and Lethal,1,59,1,0,,2,1,0,100,,7,0,0,{}
539,Hope for the New Age,1,18,2,0,,2,1,0,100,,1,25,25,{}
540,Secret Strategies,1,3,1,0,,2,1,0,100,"{""source"": ""27"", ""compiled"": 27}",30,30,0,{}
541,Path to Victory,1,3,1,0,,2,1,0,100,"{""source"": ""27"", ""compiled"": 27}",50,50,0,{}
542,Aura of the Mighty,1,13,1,0,,2,5,1,100,,40,0,0,{}
543,Aura of the Supreme,1,13,1,0,,2,7,1,100,,20,0,0,{}
544,Fatal Stance,1,1,1,0,,2,1,0,100,,70,0,0,{}
545,Born Fighter,1,1,1,0,,2,1,0,100,"{""source"": ""21"", ""compiled"": 21}",70,0,0,{}
546,Kid Rebel,4,1,1,0,,2,1,0,100,"{""source"": ""47"", ""compiled"": 47}",70,0,0,{}
547,Love of a Good Wife,1,5,2,0,,0,1,0,100,"{""source"": ""21"", ""compiled"": 21}",2,0,0,{}
550,Burst of Fury,4,1,1,0,,2,1,0,100,"{""source"": ""35"", ""compiled"": 35}",40,0,0,{}
551,Stoic Strength,1,1,2,0,,2,1,0,100,"{""source"": ""21"", ""compiled"": 21}",15,0,0,{}
552,Saiyan Domination,1,51,1,0,,2,1,0,100,"{""source"": ""55"", ""compiled"": 55}",3,1,0,{}
553,Artful Tactician,1,51,1,0,,2,1,0,100,,0,2,0,{}
554,Quick Win,1,5,1,0,,0,1,0,100,,2,0,0,{}
555,Master of Strategy,1,68,1,0,,0,1,0,100,,4,2,2000,{}
556,Combat Analysis,4,13,1,0,,2,1,0,100,"{""source"": ""20"", ""compiled"": 20}",70,0,0,{}
557,Decisive Strike,4,1,1,0,,2,1,0,100,"{""source"": ""48"", ""compiled"": 48}",50,0,0,{}
558,Quick Suppression,1,1,1,0,,0,1,0,100,,2500,0,0,{}
559,Staggering Vitality,1,68,1,0,,0,1,0,100,,63,2,1000,{}
560,Tuffle Wrath,1,1,1,0,,2,1,0,100,"{""source"": ""21"", ""compiled"": 21}",70,0,0,{}
561,Seasoned Courage,1,1,2,0,,2,1,0,100,,25,0,0,{}
562,Scholarly Genius,4,1,1,0,,2,1,0,100,"{""source"": ""58"", ""compiled"": 58}",30,0,0,{}
563,Fighter's Pose,1,1,1,0,,0,1,0,100,,2500,0,0,{}
564,Tainted Strength,1,20,2,0,,0,1,0,100,,4,2,0,{}
565,Tainted Super Strength,1,20,2,0,,0,1,0,100,,4,3,0,{}
566,Steady Aim,3,3,1,0,,0,1,0,100,"{""source"": ""25"", ""compiled"": 25}",2000,2000,0,{}
567,Surprise Offensive,3,3,1,0,,0,1,0,100,"{""source"": ""25"", ""compiled"": 25}",3500,3500,0,{}
568,A Gift for Invasion,1,5,1,0,,0,1,0,100,"{""source"": ""42"", ""compiled"": 42}",4,0,0,{}
569,Unmatched Anger,1,1,1,0,,2,1,0,100,,50,0,0,{}
570,Unmatched Anger,1,1,1,0,,2,1,0,100,,50,0,0,{}
571,Quivering Anger,1,1,1,0,,2,1,0,100,,60,0,0,{}
572,Rival's Recognition,1,1,1,0,,2,1,0,50,,200,0,0,{}
573,No Restraint,1,1,1,0,,2,1,0,100,,40,0,0,{}
574,Adapting to Change,1,3,1,0,,2,1,0,100,"{""source"": ""21"", ""compiled"": 21}",70,70,0,{}
575,Glimpse of the Sublime,1,1,1,0,,2,1,0,100,"{""source"": ""21"", ""compiled"": 21}",25,0,0,{}
576,Bet to the Future,1,3,2,0,,2,1,0,100,,15,15,0,{}
577,History's Consolidator,1,5,1,0,,0,1,0,100,"{""source"": ""42"", ""compiled"": 42}",4,0,0,{}
578,Fearless Onslaught,1,1,1,0,,2,1,0,100,"{""source"": ""22"", ""compiled"": 22}",50,0,0,{}
579,Battle Expert,1,1,1,0,,2,1,0,100,"{""source"": ""57"", ""compiled"": 57}",70,0,0,{}
580,Battle Expert,1,1,1,0,,2,1,0,100,"{""source"": ""57"", ""compiled"": 57}",70,0,0,{}
581,Perfect Move,1,51,1,0,,0,1,0,100,"{""source"": ""62"", ""compiled"": 62}",2,3,0,{}
582,Perfect Move,1,51,1,0,,0,1,0,100,"{""source"": ""62"", ""compiled"": 62}",2,3,0,{}
583,Stalwart Physique,1,2,2,0,,0,1,0,100,,5000,0,0,{}
584,Stalwart Physique,1,2,2,0,,0,1,0,100,,5000,0,0,{}
585,Solemn Inspiration,1,59,1,0,,2,1,0,100,,7,0,0,{}
586,Solemn Inspiration,1,59,1,0,,2,1,0,100,,7,0,0,{}
587,Friendly Encouragement,1,5,2,0,,0,1,0,100,"{""source"": ""42"", ""compiled"": 42}",3,0,0,{}
588,Friendly Encouragement,1,5,2,0,,0,1,0,100,"{""source"": ""42"", ""compiled"": 42}",3,0,0,{}
589,Beefy Body,6,13,1,0,,3,1,0,100,"{""source"": ""29"", ""compiled"": 29}",45,0,0,{}
593,Rapid Offensive,1,18,2,0,,2,1,0,100,,0,30,30,{}
594,Attention to the Strongest,1,5,2,0,,0,1,0,100,"{""source"": ""21"", ""compiled"": 21}",2,0,0,{}
595,Instant Perception,6,120,1,0,,0,1,0,100,"{""source"": ""2324"", ""compiled"": 2324}",70,200,2,{}
596,Flawless Combat,6,120,1,0,,0,1,0,100,"{""source"": ""2324"", ""compiled"": 2324}",80,300,2,{}
597,Demonic Proof,4,81,1,0,,0,1,0,100,"{""source"": ""63"", ""compiled"": 63}",0,0,100,{}
598,No Mercy,4,81,1,0,,0,1,0,100,"{""source"": ""31"", ""compiled"": 31}",0,0,100,{}
599,Face-Off,1,1,1,0,,0,1,0,100,"{""source"": ""9"", ""compiled"": 9}",2500,0,0,{}
600,The Serious Fight,1,1,1,0,,0,1,0,100,"{""source"": ""9"", ""compiled"": 9}",5000,0,0,{}
601,Crucial Battle,1,1,1,0,,0,1,0,100,"{""source"": ""9"", ""compiled"": 9}",10000,0,0,{}
602,Grandpa's Teachings,3,3,2,0,,0,1,0,100,"{""source"": ""25"", ""compiled"": 25}",3000,3000,0,{}
603,The Last Senzu,1,4,1,0,,2,1,0,100,,7,0,0,{}
604,Potara of Hope,1,3,2,0,,2,1,0,100,,30,30,0,{}
605,Know No Bounds,1,59,1,0,,2,1,0,100,,12,0,0,{}
606,Sleeping Power,1,1,1,0,,2,1,0,100,"{""source"": ""57"", ""compiled"": 57}",50,0,0,{}
607,Sleeping Power,1,1,1,0,,2,1,0,100,"{""source"": ""57"", ""compiled"": 57}",50,0,0,{}
608,World of Fear,1,1,4,0,,3,1,0,100,,12,0,0,{}
609,World of Fear,1,1,4,0,,3,1,0,100,,12,0,0,{}
610,Budding Adventurer,4,3,1,0,,2,1,0,100,"{""source"": ""20"", ""compiled"": 20}",30,30,0,{}
611,The Power to Protect,1,5,1,0,,0,1,0,100,"{""source"": ""21"", ""compiled"": 21}",2,0,0,{}
612,Growing Girl,5,28,1,0,,2,1,0,100,,25,0,0,{}
613,Signature Technique,4,3,2,0,,2,1,0,100,"{""source"": ""45"", ""compiled"": 45}",20,0,0,{}
614,Cultivated Ki,1,64,1,0,,2,1,0,100,,4,15,4,{}
615,Hard Work Pays Off,1,64,1,0,,2,1,0,100,,1,15,1,{}
616,Peerless Concentration,1,1,1,0,,2,1,0,100,"{""source"": ""42"", ""compiled"": 42}",60,0,0,{}
617,Critical Hit,5,9,3,0,,0,1,0,50,,0,0,0,{}
618,Impact Absorption,6,13,1,0,,2,1,0,50,,50,0,0,{}
619,Poison Needle,5,1,3,0,,3,1,0,100,,25,0,0,{}
620,Blazing Lava,1,1,1,0,,2,1,0,100,"{""source"": ""22"", ""compiled"": 22}",40,0,0,{}
621,Thoughts of Planet Sadala,4,1,1,0,,2,1,0,100,"{""source"": ""47"", ""compiled"": 47}",40,0,0,{}
622,Thrill,4,1,1,0,,2,1,0,100,"{""source"": ""47"", ""compiled"": 47}",50,0,0,{}
623,Strength in Spades,1,1,2,0,,2,1,0,100,"{""source"": ""42"", ""compiled"": 42}",40,0,0,{}
624,Fighting Spirit,4,1,1,0,,2,1,0,100,"{""source"": ""64"", ""compiled"": 64}",100,0,0,{}
625,Furious Fighting Spirit,4,1,1,0,,2,1,0,100,"{""source"": ""64"", ""compiled"": 64}",120,0,0,{}
626,Victory Dance,1,1,1,0,,2,1,0,100,"{""source"": ""9"", ""compiled"": 9}",70,0,0,{}
627,Crowd-Pleaser,1,1,1,0,,2,1,0,100,"{""source"": ""9"", ""compiled"": 9}",80,0,0,{}
628,Egocentric Personality,1,51,1,0,,2,1,0,100,,0,5,0,{}
629,Fused Fighting Force,1,20,2,0,,0,1,0,100,,1,3,0,{}
630,Hidden Strength,1,5,1,0,,0,1,1,100,"{""source"": ""42"", ""compiled"": 42}",5,0,0,{}
631,Supreme Potential,1,20,2,0,,0,1,0,100,,1,3,0,{}
632,Powerful Gentle Warrior,1,1,1,0,,0,7,1,100,,15000,0,0,{}
633,Divine Technique,1,1,1,0,,0,10,1,100,,20000,0,0,{}
634,Free Demeanor,1,1,1,0,,2,1,0,30,,200,0,0,{}
635,Fake Justice,1,3,2,0,,2,1,0,100,,15,15,0,{}
636,The Hidden Truth,1,1,4,0,,3,1,0,100,,10,0,0,{}
637,Godly Eruption,4,1,1,0,,2,1,0,100,"{""source"": ""46"", ""compiled"": 46}",100,0,0,{}
638,Shattering War Cry,1,51,1,0,,0,1,0,100,,5,1,0,{}
639,Ripe Fruit of the Tree of Might,1,5,2,0,,0,1,0,100,"{""source"": ""21"", ""compiled"": 21}",3,0,0,{}
640,Space Pirate's Mettle,1,64,1,0,,2,1,0,100,,2,12,2,{}
641,Infinite Bloodlust,1,1,1,0,,2,1,0,100,"{""source"": ""57"", ""compiled"": 57}",70,0,0,{}
642,Utter Annihilation,4,1,1,0,,2,1,0,100,"{""source"": ""47"", ""compiled"": 47}",70,0,0,{}
643,Call to Arms,1,1,2,0,,2,1,0,100,,25,0,0,{}
644,Souls Entwined,1,59,1,0,,2,1,0,100,,12,0,0,{}
645,Power of Courage,1,5,1,0,,0,1,1,100,"{""source"": ""27"", ""compiled"": 27}",8,0,0,{}
646,Weight of Expectation,1,5,2,0,,0,1,0,100,"{""source"": ""21"", ""compiled"": 21}",3,0,0,{}
647,Piercing Pressure,5,1,3,0,,3,1,0,100,,30,0,0,{}
648,Unbreakable Confidence,1,5,1,0,,0,1,0,100,"{""source"": ""57"", ""compiled"": 57}",2,0,0,{}
649,All For Victory,1,68,1,0,,2,1,0,100,,63,1,10,{}
650,Winning is Everything,1,68,1,0,,2,1,0,100,,63,1,12,{}
651,Focused Strength,1,16,2,0,,2,1,0,100,,3,25,0,{}
652,Pleasure in Battle,1,5,1,0,,0,1,0,100,"{""source"": ""42"", ""compiled"": 42}",2,0,0,{}
653,Full-Power Body,1,5,1,0,,0,1,0,100,"{""source"": ""43"", ""compiled"": 43}",2,0,0,{}
654,Capricious Combatant,1,51,1,0,,2,1,0,100,,2,3,0,{}
655,A Brand-new Ability,1,64,1,0,,2,1,0,100,,3,12,3,{}
656,Broadened Knowledge,5,28,1,0,,2,1,0,100,,30,0,0,{}
657,Lowborn and Lethal,4,1,1,0,,2,1,0,100,"{""source"": ""65"", ""compiled"": 65}",70,0,0,{}
658,Lowborn and Lethal,4,1,1,0,,2,1,0,100,"{""source"": ""65"", ""compiled"": 65}",70,0,0,{}
